STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,LOCATION,Country,INDICATOR,Indicator,MEASURE,Measure,INEQUALITY,Inequality,OBS_VALUE,Observation Value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of Measures,UNIT_MULT,Multiplier,BASE_PER,Base reference period
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,SWE,Sweden,HO_HISH,Housing expenditure,L,Value,TOT,Total,20,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,CHE,Switzerland,HO_HISH,Housing expenditure,L,Value,TOT,Total,22,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,TUR,Türkiye,HO_HISH,Housing expenditure,L,Value,TOT,Total,21,,E,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,GBR,United Kingdom,HO_HISH,Housing expenditure,L,Value,TOT,Total,23,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,USA,United States,HO_HISH,Housing expenditure,L,Value,TOT,Total,18,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,BRA,Brazil,HO_HISH,Housing expenditure,L,Value,TOT,Total,21,,E,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,CHL,Chile,HO_HISH,Housing expenditure,L,Value,TOT,Total,18,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,EST,Estonia,HO_HISH,Housing expenditure,L,Value,TOT,Total,19,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,ISR,Israel,HO_HISH,Housing expenditure,L,Value,TOT,Total,21,,E,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,RUS,Russia,HO_HISH,Housing expenditure,L,Value,TOT,Total,11,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,SVN,Slovenia,HO_HISH,Housing expenditure,L,Value,TOT,Total,20,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,OECD,OECD - Total,HO_HISH,Housing expenditure,L,Value,TOT,Total,18,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,AUS,Australia,HO_HISH,Housing expenditure,L,Value,MN,Men,20,,E,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,AUT,Austria,HO_HISH,Housing expenditure,L,Value,MN,Men,21,,E,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,BEL,Belgium,HO_HISH,Housing expenditure,L,Value,MN,Men,21,,E,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,CAN,Canada,HO_HISH,Housing expenditure,L,Value,MN,Men,21,,E,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,CZE,Czechia,HO_HISH,Housing expenditure,L,Value,MN,Men,26,,E,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,DNK,Denmark,HO_HISH,Housing expenditure,L,Value,MN,Men,24,,E,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,FIN,Finland,HO_HISH,Housing expenditure,L,Value,MN,Men,22,,E,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,ITA,Italy,HO_BASE,Dwellings without basic facilities,L,Value,MN,Men,1.1,,E,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,DEU,Germany,HO_HISH,Housing expenditure,L,Value,MN,Men,21,,E,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,GRC,Greece,HO_HISH,Housing expenditure,L,Value,MN,Men,25,,E,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,HUN,Hungary,HO_HISH,Housing expenditure,L,Value,MN,Men,20,,E,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,ISL,Iceland,HO_HISH,Housing expenditure,L,Value,MN,Men,24,,E,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,IRL,Ireland,HO_HISH,Housing expenditure,L,Value,MN,Men,19,,E,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,ITA,Italy,HO_HISH,Housing expenditure,L,Value,MN,Men,24,,E,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,JPN,Japan,HO_HISH,Housing expenditure,L,Value,MN,Men,22,,E,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,KOR,Korea,HO_HISH,Housing expenditure,L,Value,MN,Men,16,,E,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,LUX,Luxembourg,HO_HISH,Housing expenditure,L,Value,MN,Men,21,,E,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,MEX,Mexico,HO_HISH,Housing expenditure,L,Value,MN,Men,21,,E,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,NLD,Netherlands,HO_HISH,Housing expenditure,L,Value,MN,Men,19,,E,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,NZL,New Zealand,HO_HISH,Housing expenditure,L,Value,MN,Men,23,,E,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,NOR,Norway,HO_HISH,Housing expenditure,L,Value,MN,Men,17,,E,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,POL,Poland,HO_HISH,Housing expenditure,L,Value,MN,Men,21,,E,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,PRT,Portugal,HO_HISH,Housing expenditure,L,Value,MN,Men,19,,E,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,SVK,Slovak Republic,HO_HISH,Housing expenditure,L,Value,MN,Men,26,,E,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,ESP,Spain,HO_HISH,Housing expenditure,L,Value,MN,Men,22,,E,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,SWE,Sweden,HO_HISH,Housing expenditure,L,Value,MN,Men,20,,E,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,CHE,Switzerland,HO_HISH,Housing expenditure,L,Value,MN,Men,22,,E,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,TUR,Türkiye,HO_HISH,Housing expenditure,L,Value,MN,Men,21,,E,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,GBR,United Kingdom,HO_HISH,Housing expenditure,L,Value,MN,Men,23,,E,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,USA,United States,HO_HISH,Housing expenditure,L,Value,MN,Men,18,,E,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,BRA,Brazil,HO_HISH,Housing expenditure,L,Value,MN,Men,21,,E,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,CHL,Chile,HO_HISH,Housing expenditure,L,Value,MN,Men,18,,E,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,EST,Estonia,HO_HISH,Housing expenditure,L,Value,MN,Men,19,,E,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,ISR,Israel,HO_HISH,Housing expenditure,L,Value,MN,Men,21,,E,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,RUS,Russia,HO_HISH,Housing expenditure,L,Value,MN,Men,11,,E,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,SVN,Slovenia,HO_HISH,Housing expenditure,L,Value,MN,Men,20,,E,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,AUS,Australia,HO_HISH,Housing expenditure,L,Value,WMN,Women,20,,E,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,AUT,Austria,HO_HISH,Housing expenditure,L,Value,WMN,Women,21,,E,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,BEL,Belgium,HO_HISH,Housing expenditure,L,Value,WMN,Women,21,,E,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,CAN,Canada,HO_HISH,Housing expenditure,L,Value,WMN,Women,21,,E,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,CZE,Czechia,HO_HISH,Housing expenditure,L,Value,WMN,Women,26,,E,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,DNK,Denmark,HO_HISH,Housing expenditure,L,Value,WMN,Women,24,,E,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,FIN,Finland,HO_HISH,Housing expenditure,L,Value,WMN,Women,22,,E,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,FRA,France,HO_HISH,Housing expenditure,L,Value,WMN,Women,21,,E,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,DEU,Germany,HO_HISH,Housing expenditure,L,Value,WMN,Women,21,,E,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,GRC,Greece,HO_HISH,Housing expenditure,L,Value,WMN,Women,25,,E,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,HUN,Hungary,HO_HISH,Housing expenditure,L,Value,WMN,Women,20,,E,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,ISL,Iceland,HO_HISH,Housing expenditure,L,Value,WMN,Women,24,,E,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,IRL,Ireland,HO_HISH,Housing expenditure,L,Value,WMN,Women,19,,E,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,ITA,Italy,HO_HISH,Housing expenditure,L,Value,WMN,Women,24,,E,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,JPN,Japan,HO_HISH,Housing expenditure,L,Value,WMN,Women,22,,E,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,KOR,Korea,HO_HISH,Housing expenditure,L,Value,WMN,Women,16,,E,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,LUX,Luxembourg,HO_HISH,Housing expenditure,L,Value,WMN,Women,21,,E,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,MEX,Mexico,HO_HISH,Housing expenditure,L,Value,WMN,Women,21,,E,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,NLD,Netherlands,HO_HISH,Housing expenditure,L,Value,WMN,Women,19,,E,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,NZL,New Zealand,HO_HISH,Housing expenditure,L,Value,WMN,Women,23,,E,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,NOR,Norway,HO_HISH,Housing expenditure,L,Value,WMN,Women,17,,E,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,POL,Poland,HO_HISH,Housing expenditure,L,Value,WMN,Women,21,,E,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,PRT,Portugal,HO_HISH,Housing expenditure,L,Value,WMN,Women,19,,E,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,ESP,Spain,HO_HISH,Housing expenditure,L,Value,WMN,Women,22,,E,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,SWE,Sweden,HO_HISH,Housing expenditure,L,Value,WMN,Women,20,,E,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,CHE,Switzerland,HO_HISH,Housing expenditure,L,Value,WMN,Women,22,,E,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,TUR,Türkiye,HO_HISH,Housing expenditure,L,Value,WMN,Women,21,,E,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,GBR,United Kingdom,HO_HISH,Housing expenditure,L,Value,WMN,Women,23,,E,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,USA,United States,HO_HISH,Housing expenditure,L,Value,WMN,Women,18,,E,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,BRA,Brazil,HO_HISH,Housing expenditure,L,Value,WMN,Women,21,,E,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,CHL,Chile,HO_HISH,Housing expenditure,L,Value,WMN,Women,18,,E,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,EST,Estonia,HO_HISH,Housing expenditure,L,Value,WMN,Women,19,,E,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,ISR,Israel,HO_HISH,Housing expenditure,L,Value,WMN,Women,21,,E,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,RUS,Russia,HO_HISH,Housing expenditure,L,Value,WMN,Women,11,,E,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,SVN,Slovenia,HO_HISH,Housing expenditure,L,Value,WMN,Women,20,,E,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,CAN,Canada,JE_EMPL,Employment rate,L,Value,LW,Low,47,,E,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,CHE,Switzerland,JE_EMPL,Employment rate,L,Value,WMN,Women,74,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,AUS,Australia,JE_EMPL,Employment rate,L,Value,TOT,Total,72,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,AUT,Austria,JE_EMPL,Employment rate,L,Value,TOT,Total,72,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,BEL,Belgium,JE_EMPL,Employment rate,L,Value,TOT,Total,62,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,CAN,Canada,JE_EMPL,Employment rate,L,Value,TOT,Total,72,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,CZE,Czechia,JE_EMPL,Employment rate,L,Value,TOT,Total,68,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,DNK,Denmark,JE_EMPL,Employment rate,L,Value,TOT,Total,73,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,FIN,Finland,JE_EMPL,Employment rate,L,Value,TOT,Total,69,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,FRA,France,JE_EMPL,Employment rate,L,Value,TOT,Total,64,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,DEU,Germany,JE_EMPL,Employment rate,L,Value,TOT,Total,73,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,GRC,Greece,JE_EMPL,Employment rate,L,Value,TOT,Total,49,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,HUN,Hungary,JE_EMPL,Employment rate,L,Value,TOT,Total,58,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,ISL,Iceland,JE_EMPL,Employment rate,L,Value,TOT,Total,82,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,IRL,Ireland,JE_EMPL,Employment rate,L,Value,TOT,Total,60,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,ITA,Italy,JE_EMPL,Employment rate,L,Value,TOT,Total,56,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,JPN,Japan,JE_EMPL,Employment rate,L,Value,TOT,Total,72,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,KOR,Korea,JE_EMPL,Employment rate,L,Value,TOT,Total,64,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,LUX,Luxembourg,JE_EMPL,Employment rate,L,Value,TOT,Total,66,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,MEX,Mexico,JE_EMPL,Employment rate,L,Value,TOT,Total,61,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,NLD,Netherlands,JE_EMPL,Employment rate,L,Value,TOT,Total,74,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,NZL,New Zealand,JE_EMPL,Employment rate,L,Value,TOT,Total,73,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,NOR,Norway,JE_EMPL,Employment rate,L,Value,TOT,Total,75,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,POL,Poland,JE_EMPL,Employment rate,L,Value,TOT,Total,60,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,PRT,Portugal,JE_EMPL,Employment rate,L,Value,TOT,Total,61,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,SVK,Slovak Republic,JE_EMPL,Employment rate,L,Value,TOT,Total,60,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,ESP,Spain,JE_EMPL,Employment rate,L,Value,TOT,Total,56,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,SWE,Sweden,JE_EMPL,Employment rate,L,Value,TOT,Total,74,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,CHE,Switzerland,JE_EMPL,Employment rate,L,Value,TOT,Total,80,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,TUR,Türkiye,JE_EMPL,Employment rate,L,Value,TOT,Total,50,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,GBR,United Kingdom,JE_EMPL,Employment rate,L,Value,TOT,Total,71,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,USA,United States,JE_EMPL,Employment rate,L,Value,TOT,Total,67,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,BRA,Brazil,JE_EMPL,Employment rate,L,Value,TOT,Total,67,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,CHL,Chile,JE_EMPL,Employment rate,L,Value,TOT,Total,62,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,EST,Estonia,JE_EMPL,Employment rate,L,Value,TOT,Total,68,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,ISR,Israel,JE_EMPL,Employment rate,L,Value,TOT,Total,67,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,RUS,Russia,JE_EMPL,Employment rate,L,Value,TOT,Total,69,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,SVN,Slovenia,JE_EMPL,Employment rate,L,Value,TOT,Total,63,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,OECD,OECD - Total,JE_EMPL,Employment rate,L,Value,TOT,Total,65,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,AUS,Australia,JE_EMPL,Employment rate,L,Value,MN,Men,78,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,AUT,Austria,JE_EMPL,Employment rate,L,Value,MN,Men,77,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,BEL,Belgium,JE_EMPL,Employment rate,L,Value,MN,Men,66,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,CAN,Canada,JE_EMPL,Employment rate,L,Value,MN,Men,75,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,CZE,Czechia,JE_EMPL,Employment rate,L,Value,MN,Men,76,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,DNK,Denmark,JE_EMPL,Employment rate,L,Value,MN,Men,75,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,FIN,Finland,JE_EMPL,Employment rate,L,Value,MN,Men,69,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,FRA,France,JE_EMPL,Employment rate,L,Value,MN,Men,68,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,DEU,Germany,JE_EMPL,Employment rate,L,Value,MN,Men,78,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,GRC,Greece,JE_EMPL,Employment rate,L,Value,MN,Men,58,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,HUN,Hungary,JE_EMPL,Employment rate,L,Value,MN,Men,64,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,FRA,France,HO_HISH,Housing expenditure,L,Value,MN,Men,21,,E,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,IRL,Ireland,JE_EMPL,Employment rate,L,Value,MN,Men,65,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,ITA,Italy,JE_EMPL,Employment rate,L,Value,MN,Men,66,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,JPN,Japan,JE_EMPL,Employment rate,L,Value,MN,Men,81,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,KOR,Korea,JE_EMPL,Employment rate,L,Value,MN,Men,75,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,LUX,Luxembourg,JE_EMPL,Employment rate,L,Value,MN,Men,72,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,MEX,Mexico,JE_EMPL,Employment rate,L,Value,MN,Men,78,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,NLD,Netherlands,JE_EMPL,Employment rate,L,Value,MN,Men,79,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,NZL,New Zealand,JE_EMPL,Employment rate,L,Value,MN,Men,78,,A,,PC,Percentage,0,Units,,
